epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,126.802,0.8621,0.76708,1.12889,0.80897,0.90606,0.84861,0.68427,0.75378,0.65925,1.08568,0.00134129,0.00134129,0.00134129
64,128.753,0.86096,0.755,1.1448,0.87564,0.83838,0.87631,0.72247,0.71474,0.65381,1.06985,0.00133987,0.00133987,0.00133987
65,130.691,0.79952,0.72328,1.12641,0.93904,0.87028,0.91279,0.74331,0.736,0.59824,1.09042,0.00133846,0.00133846,0.00133846
66,132.627,0.88971,0.7629,1.15829,0.93134,0.93636,0.9281,0.70254,0.77663,0.63607,1.10686,0.00133704,0.00133704,0.00133704
67,134.567,0.83042,0.77888,1.14253,0.97597,0.90586,0.92878,0.70881,0.79919,0.62462,1.10904,0.00133563,0.00133563,0.00133563
68,136.518,0.81459,0.72721,1.14926,0.88416,0.90606,0.92073,0.69841,0.85412,0.63758,1.17802,0.00133421,0.00133421,0.00133421
69,138.456,0.8454,0.69276,1.1203,0.88423,0.87576,0.90298,0.70784,0.83223,0.62781,1.147,0.0013328,0.0013328,0.0013328
70,140.4,0.89887,0.76188,1.20333,0.91154,0.87576,0.9037,0.72889,0.75886,0.65244,1.09979,0.00133139,0.00133139,0.00133139
71,142.338,0.79997,0.72222,1.15217,0.90913,0.90389,0.92622,0.74023,0.79796,0.62776,1.11383,0.00132997,0.00132997,0.00132997
72,144.295,0.86444,0.73453,1.17339,0.97521,0.86835,0.89697,0.68548,0.81754,0.64413,1.15809,0.00132856,0.00132856,0.00132856
73,146.236,0.84072,0.71856,1.14808,0.8756,0.8755,0.89501,0.65109,0.864,0.64525,1.21176,0.00132714,0.00132714,0.00132714
74,148.179,0.84032,0.71318,1.13005,0.78896,0.83941,0.829,0.63365,0.88846,0.63768,1.24368,0.00132573,0.00132573,0.00132573
75,150.123,0.88545,0.78342,1.17747,0.92591,0.87576,0.88865,0.69288,0.84013,0.56655,1.19493,0.00132431,0.00132431,0.00132431
76,152.271,0.83598,0.77553,1.13013,0.93804,0.93636,0.92292,0.75205,0.72903,0.52463,1.10302,0.0013229,0.0013229,0.0013229
77,154.231,0.80491,0.70828,1.11872,0.96244,0.90083,0.93156,0.75748,0.71995,0.53172,1.08325,0.00132148,0.00132148,0.00132148
78,156.198,0.81335,0.68492,1.12463,0.93468,0.93636,0.93447,0.74914,0.76158,0.567,1.09637,0.00132007,0.00132007,0.00132007
79,158.151,0.83597,0.68688,1.12776,0.9304,0.87098,0.91106,0.73261,0.76828,0.61236,1.09996,0.00131865,0.00131865,0.00131865
80,160.105,0.8559,0.70667,1.14516,0.92448,0.89097,0.91867,0.74451,0.71134,0.59021,1.05772,0.00131724,0.00131724,0.00131724
81,162.049,0.81783,0.70301,1.14389,0.90829,0.87576,0.92626,0.74204,0.71457,0.58523,1.06288,0.00131582,0.00131582,0.00131582
82,163.999,0.84512,0.68882,1.16485,0.91556,0.90606,0.92654,0.76811,0.72332,0.52193,1.06698,0.00131441,0.00131441,0.00131441
83,165.969,0.82138,0.65929,1.12751,0.93861,0.93636,0.93969,0.75067,0.84049,0.53423,1.14242,0.00131299,0.00131299,0.00131299
84,167.929,0.82913,0.6887,1.10741,0.92839,0.89961,0.95184,0.77295,0.75397,0.50016,1.11021,0.00131158,0.00131158,0.00131158
85,169.899,0.83844,0.64348,1.11189,0.8378,0.93636,0.93672,0.74708,0.8153,0.56913,1.10465,0.00131016,0.00131016,0.00131016
86,171.851,0.79619,0.65743,1.09578,0.83538,0.93636,0.93774,0.76262,0.71229,0.56979,1.08091,0.00130875,0.00130875,0.00130875
87,173.983,0.80205,0.64867,1.10533,0.91927,0.90385,0.93233,0.75715,0.75815,0.5758,1.12558,0.00130733,0.00130733,0.00130733
88,175.943,0.86719,0.68477,1.16743,0.91085,0.90606,0.92984,0.77097,0.75798,0.56715,1.10065,0.00130592,0.00130592,0.00130592
89,177.897,0.75923,0.66192,1.08983,0.88589,0.90606,0.91519,0.73292,0.85648,0.53874,1.15945,0.00130451,0.00130451,0.00130451
90,179.851,0.7713,0.6239,1.09574,0.91094,0.87576,0.91132,0.72928,0.84803,0.62941,1.16159,0.00130309,0.00130309,0.00130309
91,181.809,0.82101,0.67471,1.15175,0.90575,0.90606,0.89952,0.71661,0.86036,0.65922,1.15576,0.00130168,0.00130168,0.00130168
92,183.77,0.82751,0.66359,1.12443,0.95836,0.92733,0.93528,0.75891,0.7271,0.53799,1.07553,0.00130026,0.00130026,0.00130026
93,185.717,0.802,0.64931,1.11567,0.95419,0.90606,0.92944,0.75522,0.72072,0.54385,1.0549,0.00129885,0.00129885,0.00129885
94,187.674,0.76877,0.68886,1.11374,0.98435,0.90606,0.93162,0.74249,0.79476,0.57792,1.07317,0.00129743,0.00129743,0.00129743
95,189.628,0.78524,0.6897,1.12532,0.89354,0.90606,0.90029,0.72404,0.79625,0.60659,1.07577,0.00129602,0.00129602,0.00129602
96,191.768,0.75697,0.60281,1.09946,0.92154,0.90606,0.92878,0.76397,0.70875,0.53762,1.04671,0.0012946,0.0012946,0.0012946
97,193.712,0.82024,0.66936,1.1485,0.94875,0.90104,0.92225,0.73593,0.76807,0.55267,1.07927,0.00129319,0.00129319,0.00129319
98,195.652,0.77905,0.66504,1.09254,0.94287,0.90606,0.92641,0.72712,0.8144,0.51863,1.13496,0.00129177,0.00129177,0.00129177
99,197.599,0.76359,0.62197,1.09051,0.94753,0.92372,0.9356,0.74158,0.79454,0.50822,1.13672,0.00129036,0.00129036,0.00129036
100,199.556,0.80409,0.63704,1.13675,0.94477,0.93636,0.93505,0.69395,1.0152,0.59851,1.21832,0.00128894,0.00128894,0.00128894
101,201.497,0.76683,0.61707,1.1017,0.92215,0.90606,0.92745,0.70521,0.97286,0.59916,1.20616,0.00128753,0.00128753,0.00128753
102,203.451,0.75429,0.61648,1.07441,0.94073,0.90192,0.93216,0.7584,0.77677,0.62527,1.08895,0.00128611,0.00128611,0.00128611
103,205.405,0.779,0.61965,1.09978,0.97579,0.90166,0.93007,0.77404,0.70462,0.58342,1.06264,0.0012847,0.0012847,0.0012847
104,207.363,0.78517,0.64288,1.11995,0.92651,0.87576,0.92515,0.72872,0.70026,0.57013,1.05411,0.00128328,0.00128328,0.00128328
105,209.311,0.79995,0.66633,1.13261,0.88991,0.90267,0.89833,0.72177,0.77043,0.60665,1.09313,0.00128187,0.00128187,0.00128187
106,211.264,0.72794,0.60763,1.09528,0.93347,0.84545,0.91676,0.72397,0.83653,0.63196,1.12851,0.00128046,0.00128046,0.00128046
107,213.217,0.72187,0.61142,1.05317,0.89529,0.80832,0.89069,0.71089,0.77257,0.64624,1.11465,0.00127904,0.00127904,0.00127904
108,215.176,0.76094,0.61829,1.09336,0.86272,0.90606,0.90181,0.74069,0.76962,0.52999,1.09934,0.00127763,0.00127763,0.00127763
109,217.129,0.7462,0.57847,1.06787,0.88476,0.92624,0.92207,0.73645,0.79212,0.49535,1.10466,0.00127621,0.00127621,0.00127621
110,219.268,0.77943,0.61735,1.11774,0.95719,0.93636,0.9332,0.7532,0.77055,0.47779,1.09483,0.0012748,0.0012748,0.0012748
111,221.214,0.78323,0.6383,1.11438,0.97996,0.90606,0.93096,0.7562,0.76065,0.48179,1.07954,0.00127338,0.00127338,0.00127338
112,223.176,0.76022,0.58136,1.11558,0.96019,0.90516,0.91571,0.7369,0.74551,0.49879,1.0808,0.00127197,0.00127197,0.00127197
113,225.122,0.74457,0.58349,1.09035,0.96052,0.90489,0.91302,0.72907,0.79123,0.51107,1.10775,0.00127055,0.00127055,0.00127055
114,227.072,0.75604,0.59079,1.08944,0.98133,0.90606,0.92746,0.73402,0.82676,0.47853,1.13106,0.00126914,0.00126914,0.00126914
115,229.018,0.7798,0.60265,1.08955,0.95642,0.87576,0.91547,0.68878,0.87426,0.5667,1.17419,0.00126772,0.00126772,0.00126772
116,230.976,0.75641,0.5882,1.07667,0.9654,0.90606,0.91188,0.71627,0.7784,0.51322,1.10371,0.00126631,0.00126631,0.00126631
117,232.922,0.75527,0.60586,1.06018,0.97257,0.90606,0.91128,0.71039,0.77836,0.52541,1.12022,0.00126489,0.00126489,0.00126489
118,234.873,0.74217,0.56069,1.05464,0.97716,0.906,0.91158,0.72711,0.79678,0.53473,1.11978,0.00126348,0.00126348,0.00126348
119,236.817,0.72111,0.58385,1.07642,0.96594,0.90606,0.92179,0.74569,0.78464,0.49446,1.12052,0.00126206,0.00126206,0.00126206
120,238.958,0.79725,0.62138,1.12429,0.97509,0.90606,0.92107,0.72391,0.78453,0.49117,1.12118,0.00126065,0.00126065,0.00126065
121,240.908,0.73048,0.58801,1.06862,0.9642,0.88988,0.92342,0.72101,0.78531,0.50735,1.11315,0.00125923,0.00125923,0.00125923
122,242.87,0.69847,0.55935,1.03211,0.82713,0.93636,0.91843,0.72711,0.77367,0.50704,1.12342,0.00125782,0.00125782,0.00125782
123,244.842,0.70936,0.57023,1.05316,0.91568,0.90606,0.92628,0.72868,0.79706,0.47826,1.12681,0.00125641,0.00125641,0.00125641
124,246.797,0.72621,0.57956,1.07865,0.91835,0.93636,0.92657,0.75945,0.75782,0.48697,1.09321,0.00125499,0.00125499,0.00125499
125,248.756,0.74324,0.58508,1.09765,0.93327,0.93636,0.92529,0.73297,0.82198,0.50996,1.17295,0.00125358,0.00125358,0.00125358
126,250.704,0.72905,0.54921,1.07633,0.94155,0.93636,0.93172,0.7045,0.86992,0.49622,1.20265,0.00125216,0.00125216,0.00125216
127,252.665,0.75933,0.60208,1.08479,0.94706,0.93636,0.93649,0.70922,0.88671,0.54754,1.19468,0.00125075,0.00125075,0.00125075
128,254.63,0.75703,0.61107,1.07247,0.90354,0.95071,0.96013,0.75114,0.73503,0.47916,1.1115,0.00124933,0.00124933,0.00124933
129,256.583,0.68918,0.53473,1.04721,0.91453,0.93636,0.93528,0.72008,0.73726,0.50024,1.10293,0.00124792,0.00124792,0.00124792
130,258.533,0.70702,0.56222,1.07002,0.93988,0.93636,0.93515,0.75632,0.73141,0.51379,1.07943,0.0012465,0.0012465,0.0012465
131,260.489,0.69377,0.54028,1.03503,0.94757,0.93636,0.93616,0.76423,0.7483,0.45138,1.0969,0.00124509,0.00124509,0.00124509
132,262.45,0.71225,0.57398,1.06972,0.95245,0.93636,0.93828,0.7761,0.74695,0.4834,1.10242,0.00124367,0.00124367,0.00124367
133,264.634,0.69439,0.5442,1.04776,0.94939,0.93636,0.94002,0.7485,0.76598,0.44533,1.12072,0.00124226,0.00124226,0.00124226
134,266.592,0.72747,0.54305,1.06711,0.95134,0.90606,0.93375,0.73684,0.7443,0.45752,1.10638,0.00124084,0.00124084,0.00124084
135,268.542,0.72322,0.55187,1.05787,0.94085,0.90606,0.92471,0.74681,0.73684,0.51436,1.07262,0.00123943,0.00123943,0.00123943
136,270.507,0.67813,0.51414,1.05855,0.94901,0.90606,0.92644,0.76556,0.73231,0.48557,1.07564,0.00123801,0.00123801,0.00123801
137,272.461,0.67498,0.50839,1.04475,0.96464,0.90606,0.92527,0.7559,0.73207,0.50985,1.08492,0.0012366,0.0012366,0.0012366
138,274.413,0.7534,0.58157,1.11456,0.95792,0.90606,0.93111,0.75135,0.741,0.49819,1.09272,0.00123518,0.00123518,0.00123518
139,276.372,0.69542,0.53981,1.03561,0.95397,0.90606,0.91873,0.74708,0.76215,0.50141,1.09492,0.00123377,0.00123377,0.00123377
140,278.349,0.67531,0.52886,1.03636,0.95865,0.90606,0.91957,0.744,0.78801,0.52616,1.10855,0.00123236,0.00123236,0.00123236
141,280.301,0.70854,0.57415,1.07411,0.95207,0.90606,0.9198,0.74139,0.78506,0.52259,1.12827,0.00123094,0.00123094,0.00123094
142,282.262,0.64994,0.53673,1.03784,0.96255,0.89221,0.93496,0.77767,0.71734,0.47514,1.07291,0.00122953,0.00122953,0.00122953
143,284.24,0.66555,0.52305,1.04639,0.9381,0.92854,0.93985,0.78386,0.66582,0.46497,1.05491,0.00122811,0.00122811,0.00122811
144,286.223,0.68691,0.54324,1.07346,0.95962,0.91617,0.93875,0.73301,0.77945,0.44032,1.14715,0.0012267,0.0012267,0.0012267
145,288.18,0.63251,0.50952,1.03285,0.94943,0.93122,0.93799,0.7186,0.80955,0.45187,1.17707,0.00122528,0.00122528,0.00122528
146,290.14,0.68157,0.53024,1.03201,0.97879,0.90606,0.93081,0.70902,0.77524,0.49368,1.14828,0.00122387,0.00122387,0.00122387
147,292.271,0.6747,0.52314,1.04579,0.97536,0.90606,0.9242,0.71445,0.75249,0.49981,1.13678,0.00122245,0.00122245,0.00122245
148,294.233,0.65151,0.51869,1.02201,0.96558,0.90606,0.93108,0.73267,0.79168,0.4734,1.1322,0.00122104,0.00122104,0.00122104
149,296.189,0.6926,0.52804,1.07429,0.96471,0.91104,0.93424,0.71722,0.80403,0.49047,1.13328,0.00121962,0.00121962,0.00121962
150,298.144,0.64742,0.48741,1.02795,0.93976,0.93184,0.93563,0.71607,0.78603,0.561,1.13913,0.00121821,0.00121821,0.00121821
151,300.108,0.68382,0.50154,1.05946,0.94242,0.93208,0.93103,0.71524,0.77993,0.54039,1.13455,0.00121679,0.00121679,0.00121679
152,302.078,0.69817,0.54618,1.06186,0.93449,0.93117,0.93884,0.73138,0.80899,0.46346,1.12267,0.00121538,0.00121538,0.00121538
153,304.033,0.70697,0.54846,1.08434,0.87992,0.93269,0.92746,0.72461,0.77877,0.48742,1.1029,0.00121396,0.00121396,0.00121396
154,305.996,0.68551,0.51972,1.04141,0.91406,0.92951,0.91954,0.72562,0.7556,0.50989,1.09639,0.00121255,0.00121255,0.00121255
155,307.957,0.65705,0.50286,1.03595,0.91237,0.93636,0.93787,0.73505,0.82275,0.52463,1.12499,0.00121113,0.00121113,0.00121113
156,309.929,0.63406,0.50544,1.01643,0.94554,0.93636,0.93762,0.74844,0.76116,0.47679,1.1066,0.00120972,0.00120972,0.00120972
157,311.896,0.64566,0.48534,1.0338,0.94618,0.93636,0.93605,0.76351,0.76731,0.45959,1.11117,0.00120831,0.00120831,0.00120831
158,313.855,0.64385,0.5163,1.05022,0.94689,0.93636,0.93538,0.74421,0.77837,0.46425,1.09358,0.00120689,0.00120689,0.00120689
159,316.016,0.63326,0.52677,1.03451,0.94863,0.93636,0.93614,0.76072,0.74639,0.51738,1.08734,0.00120548,0.00120548,0.00120548
160,317.978,0.6792,0.52895,1.03745,0.95166,0.93636,0.93906,0.75992,0.71248,0.45504,1.07635,0.00120406,0.00120406,0.00120406
161,319.934,0.65363,0.51558,1.03253,0.94326,0.93212,0.9396,0.74714,0.75341,0.47447,1.0872,0.00120265,0.00120265,0.00120265
162,321.886,0.67416,0.52207,1.03558,0.92852,0.93636,0.93902,0.74887,0.76315,0.48685,1.09381,0.00120123,0.00120123,0.00120123
163,323.84,0.66092,0.49249,1.04437,0.94008,0.92271,0.93962,0.75512,0.69703,0.45786,1.07141,0.00119982,0.00119982,0.00119982
164,325.799,0.64643,0.51351,1.03528,0.96785,0.93636,0.93802,0.77193,0.72479,0.48081,1.07438,0.0011984,0.0011984,0.0011984
165,327.747,0.6247,0.4725,1.01715,0.95551,0.93636,0.93943,0.77167,0.77247,0.50497,1.11084,0.00119699,0.00119699,0.00119699
166,329.698,0.66287,0.49177,1.0461,0.95288,0.93636,0.93782,0.77188,0.7573,0.48234,1.10581,0.00119557,0.00119557,0.00119557
167,331.651,0.65692,0.49725,1.03304,0.9531,0.93132,0.93715,0.77871,0.69852,0.48301,1.04855,0.00119416,0.00119416,0.00119416
168,333.615,0.6382,0.48914,1.02229,0.9754,0.928,0.93668,0.74779,0.71759,0.51876,1.06434,0.00119274,0.00119274,0.00119274
169,335.751,0.631,0.49457,1.02361,0.94393,0.93636,0.94471,0.75809,0.71127,0.44579,1.06412,0.00119133,0.00119133,0.00119133
170,337.714,0.63725,0.50419,1.04683,0.95115,0.9361,0.94936,0.75738,0.73127,0.41405,1.08998,0.00118991,0.00118991,0.00118991
171,339.687,0.64637,0.50309,1.0304,0.98431,0.90606,0.94735,0.75599,0.72739,0.42651,1.0947,0.0011885,0.0011885,0.0011885
172,341.656,0.62576,0.51434,1.04561,0.97914,0.90606,0.93603,0.73417,0.78079,0.46219,1.09772,0.00118708,0.00118708,0.00118708
173,343.618,0.62678,0.50954,1.00762,0.96137,0.93636,0.946,0.76436,0.7376,0.46593,1.06199,0.00118567,0.00118567,0.00118567
174,345.582,0.59174,0.45218,0.97576,0.96504,0.93617,0.9402,0.75501,0.70253,0.50586,1.05924,0.00118426,0.00118426,0.00118426
175,347.546,0.67537,0.48679,1.05789,0.96176,0.92986,0.93612,0.75857,0.69668,0.51892,1.08082,0.00118284,0.00118284,0.00118284
176,349.513,0.65696,0.50383,1.01822,0.96623,0.93636,0.93629,0.74331,0.75919,0.51588,1.11821,0.00118143,0.00118143,0.00118143
177,351.461,0.62344,0.47706,1.01473,0.95276,0.93636,0.93555,0.70577,0.81605,0.53928,1.14764,0.00118001,0.00118001,0.00118001
178,353.413,0.66739,0.5049,1.04568,0.92111,0.93636,0.93559,0.70627,0.83317,0.57254,1.15039,0.0011786,0.0011786,0.0011786
179,355.37,0.63695,0.51061,1.02605,0.91859,0.93636,0.95768,0.74666,0.74544,0.47744,1.09193,0.00117718,0.00117718,0.00117718
180,357.331,0.62053,0.47042,1.00952,0.92534,0.96952,0.96256,0.7695,0.7163,0.47138,1.06212,0.00117577,0.00117577,0.00117577
181,359.284,0.68216,0.50992,1.05877,0.93611,0.86543,0.92485,0.74473,0.69938,0.5551,1.05325,0.00117435,0.00117435,0.00117435
182,361.425,0.60497,0.48436,1.0107,0.94843,0.90606,0.93259,0.7444,0.72702,0.48412,1.08954,0.00117294,0.00117294,0.00117294
183,363.382,0.62491,0.48354,1.02157,0.9705,0.93636,0.93555,0.74849,0.75963,0.43775,1.13077,0.00117152,0.00117152,0.00117152
184,365.353,0.62305,0.48768,1.00733,0.98174,0.93636,0.93616,0.74348,0.80645,0.41866,1.16537,0.00117011,0.00117011,0.00117011
185,367.31,0.62153,0.47603,1.00018,0.98339,0.93636,0.93681,0.74099,0.83488,0.43347,1.16948,0.00116869,0.00116869,0.00116869
