epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,493.739,0.87973,0.74152,1.14949,0.94961,0.94376,0.95716,0.78936,0.75372,0.48676,1.09926,0.00136958,0.00136958,0.00136958
44,505.268,0.9102,0.79969,1.15869,0.90721,0.96143,0.93003,0.77085,0.73974,0.52201,1.08465,0.00136817,0.00136817,0.00136817
45,516.679,0.87434,0.74625,1.13998,0.9408,0.96143,0.95654,0.79114,0.71162,0.5019,1.06538,0.00136675,0.00136675,0.00136675
46,528.188,0.88044,0.75039,1.14133,0.91798,0.95964,0.95298,0.77544,0.7476,0.5102,1.06716,0.00136534,0.00136534,0.00136534
47,539.655,0.85087,0.73437,1.12767,0.9295,0.94667,0.93821,0.75484,0.78002,0.46453,1.09019,0.00136392,0.00136392,0.00136392
48,551.093,0.87935,0.73069,1.14545,0.87227,0.87941,0.92455,0.73701,0.79391,0.55451,1.12318,0.00136251,0.00136251,0.00136251
49,562.517,0.86413,0.74261,1.11731,0.96347,0.86303,0.94833,0.76662,0.72996,0.52963,1.07959,0.00136109,0.00136109,0.00136109
50,573.974,0.87147,0.74472,1.13963,0.94837,0.92014,0.94865,0.77883,0.76474,0.52703,1.09475,0.00135968,0.00135968,0.00135968
51,585.423,0.88636,0.74329,1.14823,0.94146,0.95673,0.96098,0.78862,0.75785,0.46117,1.08522,0.00135826,0.00135826,0.00135826
52,596.908,0.81334,0.69045,1.11562,0.94974,0.96871,0.96071,0.77639,0.79767,0.43509,1.1149,0.00135685,0.00135685,0.00135685
53,608.358,0.8626,0.75145,1.15061,0.98785,0.96793,0.96868,0.76222,0.83278,0.44053,1.14396,0.00135544,0.00135544,0.00135544
54,619.827,0.84941,0.71697,1.13505,0.91939,0.89333,0.92601,0.74461,0.81667,0.48535,1.13022,0.00135402,0.00135402,0.00135402
55,631.306,0.87689,0.71972,1.13288,0.87389,0.93113,0.95079,0.76084,0.75806,0.50427,1.09477,0.00135261,0.00135261,0.00135261
56,642.8,0.81889,0.7089,1.11895,0.95795,0.93605,0.96504,0.78406,0.71786,0.45675,1.0844,0.00135119,0.00135119,0.00135119
57,654.279,0.81899,0.69723,1.11202,0.94777,0.93837,0.94311,0.78954,0.73138,0.49092,1.08286,0.00134978,0.00134978,0.00134978
58,665.826,0.84603,0.69488,1.11143,0.9914,0.92376,0.96512,0.7628,0.77371,0.48238,1.10266,0.00134836,0.00134836,0.00134836
59,677.308,0.82419,0.68475,1.12555,0.98071,0.93189,0.96643,0.79713,0.73223,0.45544,1.07655,0.00134695,0.00134695,0.00134695
60,688.923,0.84312,0.69054,1.11597,0.96558,0.92864,0.9631,0.76956,0.78668,0.45694,1.11829,0.00134553,0.00134553,0.00134553
61,700.399,0.83751,0.69809,1.10997,0.97034,0.93903,0.96471,0.76359,0.78877,0.4554,1.09875,0.00134412,0.00134412,0.00134412
62,711.864,0.80816,0.68862,1.09677,0.92223,0.94139,0.96019,0.79996,0.70537,0.44921,1.04887,0.0013427,0.0013427,0.0013427
63,723.431,0.79669,0.6652,1.10331,0.91138,0.94303,0.95524,0.76839,0.74937,0.48215,1.08307,0.00134129,0.00134129,0.00134129
64,734.914,0.80166,0.65511,1.09772,0.93647,0.94004,0.94337,0.74613,0.80898,0.47221,1.12799,0.00133987,0.00133987,0.00133987
65,746.485,0.80721,0.67769,1.10891,0.9572,0.92353,0.95875,0.78584,0.75571,0.43129,1.09691,0.00133846,0.00133846,0.00133846
66,758,0.79507,0.67752,1.11564,0.94278,0.9297,0.92869,0.76639,0.69697,0.48986,1.06752,0.00133704,0.00133704,0.00133704
67,769.513,0.82047,0.66001,1.10285,0.9396,0.9386,0.94667,0.75903,0.76485,0.49201,1.0798,0.00133563,0.00133563,0.00133563
68,781.011,0.80317,0.66099,1.10953,0.88523,0.90325,0.88193,0.7146,0.80409,0.53117,1.10328,0.00133421,0.00133421,0.00133421
69,792.543,0.80038,0.6599,1.09994,0.92929,0.94303,0.9567,0.78882,0.67749,0.43342,1.03748,0.0013328,0.0013328,0.0013328
70,804.051,0.76823,0.63849,1.07625,0.95966,0.94303,0.95564,0.77647,0.72093,0.47751,1.05416,0.00133139,0.00133139,0.00133139
71,815.534,0.77893,0.6201,1.08985,0.90469,0.93902,0.95081,0.76564,0.71985,0.45965,1.06278,0.00132997,0.00132997,0.00132997
72,827.016,0.78375,0.67486,1.1203,0.95084,0.94667,0.96608,0.78011,0.7146,0.46377,1.05677,0.00132856,0.00132856,0.00132856
73,838.553,0.79162,0.66874,1.10409,0.89316,0.9576,0.9572,0.79346,0.64804,0.43864,1.03414,0.00132714,0.00132714,0.00132714
74,850.067,0.80708,0.68521,1.11179,0.93198,0.91636,0.93527,0.74375,0.75593,0.49169,1.07739,0.00132573,0.00132573,0.00132573
75,861.626,0.77397,0.64531,1.08995,0.98224,0.86687,0.92738,0.76142,0.73517,0.50373,1.06283,0.00132431,0.00132431,0.00132431
76,873.117,0.76653,0.65374,1.09574,0.94881,0.92846,0.93922,0.77521,0.68191,0.49247,1.04918,0.0013229,0.0013229,0.0013229
77,884.581,0.76772,0.63389,1.10191,0.98445,0.91126,0.9359,0.75144,0.7321,0.51705,1.08778,0.00132148,0.00132148,0.00132148
78,896.087,0.76916,0.62765,1.08215,0.91162,0.92986,0.93545,0.75789,0.73636,0.50148,1.07233,0.00132007,0.00132007,0.00132007
79,907.594,0.76874,0.62959,1.08891,0.96451,0.93113,0.94177,0.78866,0.69039,0.47999,1.04747,0.00131865,0.00131865,0.00131865
80,919.161,0.74512,0.62524,1.06885,0.94112,0.93336,0.93309,0.76315,0.71189,0.51888,1.04545,0.00131724,0.00131724,0.00131724
81,930.652,0.74715,0.61248,1.06644,0.94937,0.9198,0.93558,0.78514,0.69799,0.50718,1.04627,0.00131582,0.00131582,0.00131582
82,942.088,0.77496,0.62796,1.0978,0.92375,0.93976,0.93747,0.78658,0.64564,0.47648,1.02347,0.00131441,0.00131441,0.00131441
83,953.605,0.77819,0.62707,1.09092,0.94989,0.94303,0.94613,0.79049,0.71732,0.49313,1.04187,0.00131299,0.00131299,0.00131299
84,965.132,0.7684,0.61819,1.08865,0.96962,0.90213,0.93836,0.78502,0.73901,0.51949,1.05568,0.00131158,0.00131158,0.00131158
85,976.652,0.74963,0.59113,1.0681,0.93458,0.93929,0.9494,0.8054,0.64357,0.43907,1.01252,0.00131016,0.00131016,0.00131016
86,988.204,0.77268,0.61756,1.09159,0.9603,0.94087,0.95202,0.79738,0.71356,0.42777,1.06982,0.00130875,0.00130875,0.00130875
87,999.73,0.73902,0.60168,1.07748,0.95191,0.93763,0.95369,0.81298,0.70009,0.45784,1.05125,0.00130733,0.00130733,0.00130733
88,1011.31,0.73485,0.60273,1.0552,0.93289,0.91636,0.93172,0.77172,0.70569,0.47933,1.06772,0.00130592,0.00130592,0.00130592
89,1022.8,0.74322,0.57621,1.07174,0.95766,0.93767,0.94561,0.78121,0.67538,0.49503,1.05595,0.00130451,0.00130451,0.00130451
90,1034.3,0.73623,0.57702,1.05651,0.94445,0.93926,0.94147,0.79642,0.66256,0.46828,1.01867,0.00130309,0.00130309,0.00130309
91,1045.81,0.76736,0.65571,1.09444,0.95512,0.91933,0.9482,0.78118,0.721,0.43144,1.06696,0.00130168,0.00130168,0.00130168
92,1057.34,0.72798,0.58155,1.0401,0.92332,0.94303,0.95359,0.80784,0.64207,0.41909,1.02972,0.00130026,0.00130026,0.00130026
93,1068.82,0.75913,0.62901,1.08431,0.98181,0.93256,0.94505,0.79916,0.64537,0.44202,1.01684,0.00129885,0.00129885,0.00129885
94,1080.36,0.73353,0.6045,1.0645,0.9456,0.93864,0.95361,0.80902,0.64607,0.42816,1.01516,0.00129743,0.00129743,0.00129743
95,1091.89,0.74374,0.59581,1.07895,0.91231,0.94303,0.95516,0.82004,0.60535,0.40594,0.99399,0.00129602,0.00129602,0.00129602
96,1103.49,0.74475,0.60449,1.06563,0.95122,0.93691,0.94087,0.80021,0.68943,0.39746,1.05933,0.0012946,0.0012946,0.0012946
97,1115.02,0.73078,0.58997,1.0579,0.93983,0.94303,0.93823,0.79318,0.70229,0.39984,1.09068,0.00129319,0.00129319,0.00129319
98,1126.53,0.70805,0.56466,1.06147,0.9195,0.94303,0.95586,0.79652,0.68414,0.4298,1.03941,0.00129177,0.00129177,0.00129177
99,1138.07,0.71567,0.57444,1.07195,0.98001,0.93788,0.94234,0.76111,0.74753,0.42474,1.09819,0.00129036,0.00129036,0.00129036
100,1149.72,0.7371,0.58963,1.07494,0.946,0.94016,0.94698,0.78383,0.71308,0.43869,1.05945,0.00128894,0.00128894,0.00128894
101,1161.33,0.70498,0.57177,1.03888,0.96778,0.9312,0.94221,0.79401,0.66246,0.43447,1.04752,0.00128753,0.00128753,0.00128753
102,1172.83,0.70959,0.56765,1.05235,0.90204,0.92794,0.93497,0.78758,0.64101,0.44855,1.02215,0.00128611,0.00128611,0.00128611
103,1184.31,0.73341,0.57762,1.06534,0.94354,0.90568,0.93921,0.78804,0.71319,0.44583,1.06614,0.0012847,0.0012847,0.0012847
104,1195.84,0.72346,0.58046,1.06094,0.97146,0.93647,0.95737,0.7789,0.7147,0.39221,1.07606,0.00128328,0.00128328,0.00128328
105,1207.36,0.69759,0.54656,1.03932,0.96941,0.93971,0.94196,0.78911,0.75701,0.40588,1.08349,0.00128187,0.00128187,0.00128187
106,1218.86,0.70432,0.58258,1.04293,0.96662,0.94303,0.94125,0.76591,0.74818,0.42496,1.08588,0.00128046,0.00128046,0.00128046
107,1230.37,0.74807,0.57903,1.06677,0.91643,0.94303,0.93122,0.76252,0.71467,0.41591,1.05799,0.00127904,0.00127904,0.00127904
108,1241.85,0.69426,0.58528,1.04209,0.98489,0.91682,0.94357,0.78567,0.69085,0.39386,1.048,0.00127763,0.00127763,0.00127763
109,1253.37,0.71865,0.57792,1.06749,0.91853,0.9297,0.93718,0.79772,0.6625,0.43098,1.05002,0.00127621,0.00127621,0.00127621
110,1264.89,0.69239,0.55164,1.04875,0.93451,0.93557,0.94318,0.78001,0.67507,0.462,1.06138,0.0012748,0.0012748,0.0012748
111,1276.41,0.69223,0.56265,1.04003,0.92597,0.94303,0.93878,0.76744,0.75842,0.42837,1.09205,0.00127338,0.00127338,0.00127338
112,1287.91,0.72115,0.57854,1.05867,0.96475,0.91636,0.94074,0.79009,0.68904,0.39286,1.05317,0.00127197,0.00127197,0.00127197
113,1299.38,0.69504,0.54765,1.04621,0.9488,0.93926,0.94321,0.79901,0.70952,0.40654,1.05498,0.00127055,0.00127055,0.00127055
114,1310.88,0.65786,0.53278,1.02884,0.95767,0.91553,0.93577,0.76934,0.71117,0.42376,1.08221,0.00126914,0.00126914,0.00126914
115,1322.34,0.69587,0.53514,1.03871,0.94612,0.94087,0.96048,0.78861,0.68799,0.41225,1.05394,0.00126772,0.00126772,0.00126772
116,1333.85,0.68305,0.543,1.03313,0.94276,0.92352,0.94826,0.78531,0.68966,0.41257,1.02835,0.00126631,0.00126631,0.00126631
117,1345.35,0.68828,0.54783,1.04901,0.92167,0.94135,0.93938,0.79393,0.66656,0.40407,1.02861,0.00126489,0.00126489,0.00126489
118,1356.85,0.69687,0.56287,1.04387,0.94204,0.94303,0.94145,0.78497,0.71465,0.44405,1.06965,0.00126348,0.00126348,0.00126348
119,1368.37,0.699,0.55584,1.06885,0.9646,0.94184,0.94303,0.78804,0.75953,0.41869,1.09653,0.00126206,0.00126206,0.00126206
120,1379.9,0.68038,0.53951,1.03556,0.92696,0.9297,0.94132,0.80964,0.65819,0.42504,1.03422,0.00126065,0.00126065,0.00126065
121,1391.43,0.6902,0.55584,1.03595,0.93225,0.92393,0.93385,0.80531,0.61059,0.39951,1.01194,0.00125923,0.00125923,0.00125923
122,1402.99,0.68238,0.55525,1.04617,0.95227,0.93113,0.94591,0.80771,0.68496,0.4417,1.04019,0.00125782,0.00125782,0.00125782
123,1414.56,0.69766,0.55281,1.04244,0.9327,0.94303,0.94269,0.77115,0.7648,0.42523,1.12288,0.00125641,0.00125641,0.00125641
124,1426.16,0.64561,0.51023,1.02031,0.94066,0.93783,0.94365,0.77601,0.73627,0.42604,1.11443,0.00125499,0.00125499,0.00125499
125,1441.31,0.69354,0.53337,1.04213,0.95328,0.92341,0.94345,0.79277,0.66223,0.40727,1.06454,0.00125358,0.00125358,0.00125358
126,1454.53,0.70531,0.56375,1.03335,0.95561,0.94303,0.9427,0.76974,0.67739,0.4215,1.04939,0.00125216,0.00125216,0.00125216
127,1466.12,0.66026,0.53451,1.01767,0.94105,0.91207,0.93868,0.79151,0.67069,0.4007,1.05137,0.00125075,0.00125075,0.00125075
128,1477.63,0.64955,0.52929,1.01242,0.95243,0.93113,0.94513,0.79424,0.6739,0.3998,1.04025,0.00124933,0.00124933,0.00124933
129,1489.17,0.65465,0.51905,1.02785,0.92059,0.93113,0.94329,0.79414,0.67481,0.39713,1.03626,0.00124792,0.00124792,0.00124792
130,1500.71,0.66536,0.53442,1.04371,0.9324,0.93544,0.94119,0.78751,0.68014,0.40601,1.04706,0.0012465,0.0012465,0.0012465
131,1512.28,0.64292,0.52377,1.01759,0.94399,0.93006,0.96185,0.80695,0.66813,0.41163,1.03259,0.00124509,0.00124509,0.00124509
132,1523.83,0.62774,0.50697,1.00835,0.9415,0.93113,0.93693,0.76391,0.7005,0.40084,1.07531,0.00124367,0.00124367,0.00124367
133,1535.35,0.64658,0.5242,1.03095,0.93938,0.93801,0.94228,0.78661,0.69028,0.41302,1.06975,0.00124226,0.00124226,0.00124226
134,1546.89,0.63619,0.52044,1.0144,0.89826,0.94181,0.93868,0.76377,0.7506,0.4293,1.11055,0.00124084,0.00124084,0.00124084
135,1558.39,0.67749,0.53538,1.04114,0.91927,0.94098,0.94253,0.80311,0.67267,0.38817,1.0661,0.00123943,0.00123943,0.00123943
136,1569.92,0.67981,0.53017,1.03838,0.92446,0.91262,0.93772,0.79308,0.6599,0.38156,1.07744,0.00123801,0.00123801,0.00123801
137,1581.42,0.66299,0.52127,1.03278,0.92103,0.91013,0.93119,0.77365,0.70867,0.42858,1.08002,0.0012366,0.0012366,0.0012366
138,1592.91,0.65803,0.53727,1.03603,0.94431,0.93546,0.94877,0.79543,0.63865,0.39045,1.02229,0.00123518,0.00123518,0.00123518
139,1604.4,0.62126,0.49163,1.0189,0.92661,0.93837,0.93754,0.77975,0.70645,0.40126,1.07,0.00123377,0.00123377,0.00123377
140,1615.95,0.64849,0.52037,1.01826,0.94278,0.90273,0.93583,0.78284,0.68051,0.39386,1.07248,0.00123236,0.00123236,0.00123236
141,1627.49,0.6272,0.52095,1.01151,0.93954,0.93596,0.94377,0.79381,0.68319,0.38573,1.0617,0.00123094,0.00123094,0.00123094
142,1639.05,0.64246,0.51449,1.01317,0.95136,0.93586,0.94611,0.78789,0.66626,0.3515,1.04296,0.00122953,0.00122953,0.00122953
143,1650.71,0.61103,0.4949,1.00314,0.94001,0.91636,0.94106,0.78058,0.69642,0.38931,1.05405,0.00122811,0.00122811,0.00122811
144,1662.23,0.63733,0.5021,1.01983,0.96638,0.93429,0.94338,0.79459,0.71115,0.39689,1.07648,0.0012267,0.0012267,0.0012267
145,1673.67,0.64241,0.51082,1.02009,0.91991,0.94001,0.92883,0.77536,0.70682,0.41145,1.07931,0.00122528,0.00122528,0.00122528
146,1685.22,0.63336,0.50691,1.02231,0.92478,0.93877,0.93716,0.79834,0.66942,0.40314,1.02021,0.00122387,0.00122387,0.00122387
147,1696.74,0.64815,0.51481,1.03004,0.91378,0.94063,0.94017,0.78575,0.66272,0.41175,1.03697,0.00122245,0.00122245,0.00122245
148,1708.28,0.63497,0.50111,1.02071,0.95063,0.93783,0.94565,0.78262,0.69358,0.38093,1.07364,0.00122104,0.00122104,0.00122104
149,1719.87,0.62066,0.49115,1.00995,0.94894,0.94202,0.9431,0.77419,0.69803,0.38428,1.07115,0.00121962,0.00121962,0.00121962
150,1731.42,0.62226,0.49938,1.00751,0.94802,0.91419,0.93835,0.75795,0.76197,0.43441,1.12078,0.00121821,0.00121821,0.00121821
151,1743,0.62699,0.49708,1.01552,0.94933,0.94271,0.94463,0.76926,0.76867,0.40766,1.15273,0.00121679,0.00121679,0.00121679
152,1754.58,0.62885,0.52683,1.01161,0.94699,0.94303,0.94338,0.77287,0.77261,0.3827,1.14856,0.00121538,0.00121538,0.00121538
153,1766.07,0.65579,0.51564,1.02433,0.93718,0.94303,0.94459,0.76932,0.77574,0.39458,1.15129,0.00121396,0.00121396,0.00121396
154,1777.58,0.64505,0.51937,1.01744,0.89434,0.94303,0.93753,0.75118,0.76489,0.42342,1.12418,0.00121255,0.00121255,0.00121255
155,1789.13,0.63293,0.48489,1.01543,0.93265,0.91636,0.94339,0.77465,0.74538,0.40982,1.08149,0.00121113,0.00121113,0.00121113
156,1800.67,0.62313,0.50479,1.00743,0.93772,0.94303,0.94132,0.78816,0.70821,0.39082,1.08589,0.00120972,0.00120972,0.00120972
157,1812.16,0.62709,0.50028,1.01445,0.94775,0.94303,0.94555,0.79723,0.73505,0.37121,1.08354,0.00120831,0.00120831,0.00120831
158,1823.67,0.63178,0.49639,1.00441,0.95952,0.93273,0.94691,0.79744,0.64363,0.38194,1.03161,0.00120689,0.00120689,0.00120689
159,1835.18,0.63293,0.49974,1.00762,0.9604,0.94303,0.94734,0.80525,0.65438,0.38031,1.0438,0.00120548,0.00120548,0.00120548
160,1846.66,0.62257,0.48801,1.0135,0.94703,0.9368,0.94593,0.81778,0.63568,0.40794,1.03114,0.00120406,0.00120406,0.00120406
161,1858.13,0.62171,0.49369,1.00896,0.94306,0.94303,0.945,0.79127,0.65602,0.37187,1.06522,0.00120265,0.00120265,0.00120265
162,1869.62,0.64501,0.52088,1.03875,0.90038,0.94303,0.94397,0.79461,0.68627,0.43211,1.09093,0.00120123,0.00120123,0.00120123
163,1881.07,0.58833,0.46898,0.99768,0.92494,0.93806,0.94672,0.79162,0.70882,0.4084,1.07756,0.00119982,0.00119982,0.00119982
164,1892.55,0.5921,0.47505,0.99882,0.92451,0.91116,0.94233,0.80533,0.65888,0.39772,1.0557,0.0011984,0.0011984,0.0011984
165,1904,0.58641,0.47463,0.99857,0.93026,0.94303,0.94944,0.78635,0.73691,0.39212,1.09161,0.00119699,0.00119699,0.00119699
166,1915.42,0.58604,0.48661,1.00141,0.93968,0.93404,0.96317,0.80775,0.69477,0.41325,1.07327,0.00119557,0.00119557,0.00119557
167,1926.81,0.58782,0.48134,1.00077,0.93717,0.90446,0.92498,0.77059,0.7135,0.43984,1.07797,0.00119416,0.00119416,0.00119416
168,1938.21,0.60577,0.48004,0.99675,0.91842,0.94303,0.93987,0.77309,0.68774,0.39486,1.04945,0.00119274,0.00119274,0.00119274
169,1949.61,0.5927,0.4693,0.99175,0.89581,0.92587,0.94025,0.76856,0.69758,0.43221,1.07594,0.00119133,0.00119133,0.00119133
170,1961.03,0.62472,0.49843,1.01219,0.89772,0.92454,0.93838,0.76693,0.74013,0.42584,1.13232,0.00118991,0.00118991,0.00118991
171,1972.44,0.57113,0.46546,0.98421,0.94655,0.93871,0.94493,0.7732,0.73377,0.36763,1.10079,0.0011885,0.0011885,0.0011885
172,1983.95,0.59077,0.47615,0.99926,0.94635,0.94062,0.94224,0.76823,0.73714,0.41297,1.10969,0.00118708,0.00118708,0.00118708
173,1995.33,0.60629,0.47935,1.00291,0.95203,0.93608,0.95014,0.77215,0.80046,0.43625,1.14317,0.00118567,0.00118567,0.00118567
174,2006.74,0.57979,0.45906,0.98048,0.96123,0.93663,0.94891,0.76934,0.73841,0.40038,1.11346,0.00118426,0.00118426,0.00118426
175,2018.11,0.59972,0.47919,0.98916,0.94264,0.93723,0.95353,0.77694,0.72293,0.40065,1.1024,0.00118284,0.00118284,0.00118284
176,2029.49,0.6015,0.46418,0.98532,0.93762,0.93988,0.9442,0.77993,0.73348,0.38187,1.11799,0.00118143,0.00118143,0.00118143
177,2040.89,0.5813,0.4507,0.99652,0.95095,0.90941,0.94095,0.79369,0.64818,0.37109,1.07248,0.00118001,0.00118001,0.00118001
178,2052.29,0.61393,0.4732,1.00126,0.94022,0.93942,0.9478,0.8058,0.63871,0.38276,1.05873,0.0011786,0.0011786,0.0011786
179,2063.6,0.59769,0.46682,1.00639,0.93592,0.91712,0.9448,0.78347,0.70722,0.3985,1.08611,0.00117718,0.00117718,0.00117718
180,2074.9,0.57969,0.45346,0.99265,0.93865,0.93113,0.94714,0.78148,0.70023,0.37329,1.07527,0.00117577,0.00117577,0.00117577
181,2086.16,0.59475,0.47819,0.9922,0.93212,0.93113,0.94591,0.79107,0.66359,0.37754,1.0642,0.00117435,0.00117435,0.00117435
182,2097.56,0.59758,0.46324,0.99648,0.95511,0.93113,0.94625,0.76432,0.69416,0.37132,1.082,0.00117294,0.00117294,0.00117294
183,2108.91,0.58225,0.46245,0.99087,0.9439,0.93113,0.94994,0.79302,0.68106,0.3918,1.08619,0.00117152,0.00117152,0.00117152
184,2120.19,0.58257,0.46053,0.98204,0.96022,0.93417,0.94974,0.80246,0.67401,0.41276,1.06306,0.00117011,0.00117011,0.00117011
