epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,23.3693,1.11249,1.29184,1.17878,0.33589,0.65975,0.37036,0.25423,1.66118,3.46793,1.97271,0.00131078,0.00131078,0.00131078
32,24.0206,0.87222,1.48474,1.19623,0.19542,0.63333,0.26669,0.16551,1.68708,10.0154,2.02506,0.00135338,0.00135338,0.00135338
33,24.6537,1.03898,1.17609,1.21464,0.19542,0.63333,0.26669,0.16551,1.68708,10.0154,2.02506,0.00139598,0.00139598,0.00139598
34,25.3085,1.27311,1.60512,1.35412,0.24648,0.46667,0.30155,0.16387,1.35691,5.899,1.69576,0.00142433,0.00142433,0.00142433
35,25.9565,1.04737,1.25226,1.21711,0.42787,0.46667,0.39415,0.26485,1.26259,3.56927,1.53097,0.00142419,0.00142419,0.00142419
36,26.6061,1.3692,1.89689,1.45579,0.26797,0.5,0.29433,0.16362,1.42513,7.35288,1.79211,0.00142405,0.00142405,0.00142405
37,27.2341,1.01661,1.17348,1.16996,0.26797,0.5,0.29433,0.16362,1.42513,7.35288,1.79211,0.00142391,0.00142391,0.00142391
38,27.8828,0.92544,1.08846,1.11534,0.26952,0.5,0.27882,0.16386,1.54074,15.2598,1.93703,0.00142377,0.00142377,0.00142377
39,28.5256,1.23443,1.48194,1.37147,0.62559,0.61691,0.57646,0.37878,1.49239,11.832,1.9442,0.00142362,0.00142362,0.00142362
40,29.1818,1.02789,1.1869,1.15463,0.61184,0.77898,0.60796,0.46693,1.34442,9.20504,1.81717,0.00142348,0.00142348,0.00142348
41,29.8182,0.88457,1.07011,1.13981,0.61184,0.77898,0.60796,0.46693,1.34442,9.20504,1.81717,0.00142334,0.00142334,0.00142334
42,30.491,0.97392,1.31618,1.24686,0.6053,0.73333,0.63875,0.49162,1.39212,5.75534,1.80685,0.0014232,0.0014232,0.0014232
43,31.1549,0.92247,1.02932,1.09376,0.61389,0.74045,0.67702,0.49582,1.27806,4.54113,1.70431,0.00142306,0.00142306,0.00142306
44,31.8219,1.10484,1.23314,1.17602,0.59125,0.75524,0.64476,0.49789,1.25572,5.13342,1.67013,0.00142292,0.00142292,0.00142292
45,32.4661,0.9978,1.17021,1.18606,0.59125,0.75524,0.64476,0.49789,1.25572,5.13342,1.67013,0.00142278,0.00142278,0.00142278
46,33.1119,0.90532,1.21681,1.13861,0.55788,0.74751,0.6525,0.49481,1.2693,2.32045,1.583,0.00142263,0.00142263,0.00142263
47,33.7641,1.05652,1.32527,1.13865,0.62471,0.72985,0.6576,0.47608,1.38289,1.77165,1.57569,0.00142249,0.00142249,0.00142249
48,34.4164,1.02003,1.15556,1.15259,0.69715,0.76123,0.68566,0.49492,1.22379,1.30444,1.41155,0.00142235,0.00142235,0.00142235
49,35.0671,1.11928,1.24989,1.24049,0.69715,0.76123,0.68566,0.49492,1.22379,1.30444,1.41155,0.00142221,0.00142221,0.00142221
50,35.72,0.82662,1.05729,1.10016,0.70233,0.7,0.71486,0.53589,1.1357,1.15832,1.34316,0.00142207,0.00142207,0.00142207
51,36.3683,0.9096,1.02225,1.05635,0.77215,0.74726,0.77138,0.59161,1.03356,1.19315,1.25279,0.00142193,0.00142193,0.00142193
52,37.4216,0.95589,1.15748,1.10823,0.79559,0.83395,0.81699,0.59249,1.09947,1.26515,1.31881,0.00142178,0.00142178,0.00142178
53,38.0857,1.12423,1.53507,1.44236,0.79559,0.83395,0.81699,0.59249,1.09947,1.26515,1.31881,0.00142164,0.00142164,0.00142164
54,38.7606,1.32325,1.61737,1.47374,0.66983,0.79892,0.80958,0.58162,1.12128,1.64958,1.34213,0.0014215,0.0014215,0.0014215
55,39.4164,1.05939,1.13692,1.20027,0.7829,0.64237,0.80339,0.58687,1.10098,1.60861,1.30936,0.00142136,0.00142136,0.00142136
56,40.0728,1.22354,1.47937,1.34501,0.7427,0.84111,0.86093,0.59655,1.07407,1.40929,1.30977,0.00142122,0.00142122,0.00142122
57,40.7219,1.1307,1.13968,1.21502,0.7427,0.84111,0.86093,0.59655,1.07407,1.40929,1.30977,0.00142108,0.00142108,0.00142108
58,41.4036,1.09292,1.30398,1.17279,0.87221,0.7618,0.81752,0.57083,1.11249,1.17229,1.33724,0.00142094,0.00142094,0.00142094
59,42.0561,0.869,0.98701,1.12312,0.80806,0.72997,0.79057,0.53849,1.34309,1.29001,1.49965,0.00142079,0.00142079,0.00142079
60,42.723,1.22409,2.08203,1.30335,0.64935,0.53333,0.60597,0.40811,1.38701,1.73621,1.49005,0.00142065,0.00142065,0.00142065
61,43.37,0.90316,1.03394,1.12586,0.64935,0.53333,0.60597,0.40811,1.38701,1.73621,1.49005,0.00142051,0.00142051,0.00142051
62,44.0189,0.8969,1.051,1.11663,0.5781,0.49647,0.52474,0.38816,1.40447,1.89309,1.51061,0.00142037,0.00142037,0.00142037
63,44.6881,0.83317,1.04328,1.08457,0.63031,0.58561,0.62294,0.46091,1.20548,1.70083,1.39525,0.00142023,0.00142023,0.00142023
64,45.3481,0.82379,0.88828,1.00995,0.90644,0.63206,0.72208,0.56499,1.09113,1.33153,1.36723,0.00142009,0.00142009,0.00142009
65,45.9926,0.93729,1.20134,1.24572,0.90644,0.63206,0.72208,0.56499,1.09113,1.33153,1.36723,0.00141995,0.00141995,0.00141995
66,46.6481,0.99385,1.01454,1.13133,0.77784,0.73339,0.76574,0.57994,1.03645,1.30379,1.31434,0.0014198,0.0014198,0.0014198
67,47.3039,1.05643,1.14998,1.33332,0.8891,0.61123,0.77908,0.56656,1.05781,1.35425,1.29598,0.00141966,0.00141966,0.00141966
68,47.9689,0.99207,1.03049,1.09596,0.84271,0.73855,0.87115,0.59265,1.05914,1.33459,1.29432,0.00141952,0.00141952,0.00141952
69,48.6097,1.17523,1.95079,1.30908,0.84271,0.73855,0.87115,0.59265,1.05914,1.33459,1.29432,0.00141938,0.00141938,0.00141938
70,49.2679,0.91315,0.96478,1.15748,0.98801,0.7669,0.90771,0.61246,1.08568,1.13516,1.28984,0.00141924,0.00141924,0.00141924
71,49.9384,0.93376,1.56596,1.14971,0.91778,0.84063,0.91313,0.61361,1.11578,1.13349,1.30705,0.0014191,0.0014191,0.0014191
72,50.6194,0.81648,0.90493,1.03697,0.90605,0.74856,0.86859,0.60168,1.06183,1.37892,1.28282,0.00141896,0.00141896,0.00141896
73,51.2738,0.80765,0.97492,1.06249,0.90605,0.74856,0.86859,0.60168,1.06183,1.37892,1.28282,0.00141881,0.00141881,0.00141881
74,51.9297,0.8483,0.97166,1.06059,0.84289,0.8535,0.86576,0.61773,1.00027,1.35461,1.22883,0.00141867,0.00141867,0.00141867
75,52.5838,0.84535,0.9585,1.04863,0.8779,0.83333,0.85504,0.62198,0.97932,1.07717,1.21536,0.00141853,0.00141853,0.00141853
76,53.2624,0.72386,0.92615,1.00815,0.87516,0.86627,0.85834,0.65299,0.91165,0.88721,1.18326,0.00141839,0.00141839,0.00141839
77,53.9087,0.91783,1.05838,1.23298,0.87516,0.86627,0.85834,0.65299,0.91165,0.88721,1.18326,0.00141825,0.00141825,0.00141825
78,54.5898,0.7646,0.8902,1.02578,0.82467,0.9,0.84324,0.64054,0.92739,0.85112,1.19089,0.00141811,0.00141811,0.00141811
79,55.245,0.87066,0.87622,1.05308,0.87809,0.85636,0.87147,0.66985,0.89014,0.82663,1.16129,0.00141797,0.00141797,0.00141797
80,55.9344,0.9163,1.01092,1.15863,0.91066,0.86667,0.92283,0.6556,0.90394,0.78943,1.18985,0.00141782,0.00141782,0.00141782
81,56.5715,0.75891,0.91361,0.98294,0.91066,0.86667,0.92283,0.6556,0.90394,0.78943,1.18985,0.00141768,0.00141768,0.00141768
82,57.2247,0.84239,0.96019,1.10934,0.93457,0.93333,0.92949,0.66331,0.90819,0.80373,1.17543,0.00141754,0.00141754,0.00141754
83,57.907,0.92509,0.98436,1.12199,0.87478,0.93333,0.91199,0.7047,0.90172,0.88002,1.1642,0.0014174,0.0014174,0.0014174
84,58.6014,0.83271,0.95074,1.11011,0.91874,0.83333,0.90479,0.68589,0.99189,1.00413,1.22418,0.00141726,0.00141726,0.00141726
85,59.2375,1.0103,0.89314,1.1489,0.91874,0.83333,0.90479,0.68589,0.99189,1.00413,1.22418,0.00141712,0.00141712,0.00141712
86,59.8942,0.82251,0.8789,1.08461,0.91829,0.83333,0.90897,0.7107,0.92647,0.90939,1.19235,0.00141697,0.00141697,0.00141697
87,60.5621,0.89746,0.97614,1.16199,0.86392,0.89274,0.90822,0.72127,0.79803,0.81284,1.1229,0.00141683,0.00141683,0.00141683
88,61.2576,0.78585,0.81055,1.02483,0.90543,0.86667,0.88269,0.71141,0.80495,0.78775,1.12609,0.00141669,0.00141669,0.00141669
89,61.8912,0.74085,0.91758,1.05204,0.90543,0.86667,0.88269,0.71141,0.80495,0.78775,1.12609,0.00141655,0.00141655,0.00141655
90,62.5533,0.85863,0.82219,1.09787,0.88415,0.8,0.81517,0.64104,0.89344,0.83026,1.17681,0.00141641,0.00141641,0.00141641
91,63.1969,0.81377,0.89598,1.02511,0.85941,0.88753,0.8488,0.64468,0.94674,0.84112,1.20533,0.00141627,0.00141627,0.00141627
92,63.8545,0.90112,0.90828,1.06505,0.88893,0.8,0.83621,0.63306,0.90143,0.85638,1.19551,0.00141613,0.00141613,0.00141613
93,64.4994,0.74257,0.79436,1.01689,0.88893,0.8,0.83621,0.63306,0.90143,0.85638,1.19551,0.00141598,0.00141598,0.00141598
94,65.1508,1.28885,3.5681,1.21223,0.93472,0.83333,0.86624,0.66738,0.84847,0.77844,1.16563,0.00141584,0.00141584,0.00141584
95,65.8085,0.69437,0.77319,1.06585,0.92409,0.8,0.88395,0.68555,0.87352,0.86851,1.16351,0.0014157,0.0014157,0.0014157
96,66.4751,0.7545,0.84016,1.00982,0.95493,0.83333,0.91144,0.71984,0.83316,0.88302,1.13278,0.00141556,0.00141556,0.00141556
97,67.1111,0.99932,1.00816,1.22717,0.95493,0.83333,0.91144,0.71984,0.83316,0.88302,1.13278,0.00141542,0.00141542,0.00141542
98,67.7646,0.85222,0.91872,1.12586,0.97604,0.87498,0.91298,0.71746,0.88435,0.8209,1.1813,0.00141528,0.00141528,0.00141528
99,68.4122,0.87992,0.86772,1.07141,0.99231,0.84482,0.90662,0.70683,0.86282,0.78055,1.1828,0.00141514,0.00141514,0.00141514
100,69.0859,0.8961,0.9569,1.05223,0.8856,0.86667,0.91232,0.70589,0.77565,0.72737,1.14715,0.00141499,0.00141499,0.00141499
